transaction_id,transaction_date,city,neighborhood,property_type,rooms,floor,total_floors,year_built,surface_sqm,lat,lng,is_furnished,amenities_count,amenities_list,sale_price_eur,is_verified,data_source
MD-00007607,2024-09-06,Chișinău,Cuza-Vodă,APARTMENT,4,1,4,1963,142.8,46.94971,28.866546,False,0,,120000,True,real
MD-00007608,2026-03-11,Chișinău,Botanica,APARTMENT,1,2,5,1988,51.7,46.987231,28.89789,False,0,,60000,True,real
MD-00007609,2025-06-28,Chișinău,Durlești,APARTMENT,2,8,9,1970,61.0,47.031006,28.776759,True,3,balcony|elevator|furnished,50000,True,real
MD-00007610,2025-05-24,Chișinău,Sculeni,APARTMENT,3,3,5,1965,96.2,47.059833,28.790185,False,2,balcony|storage_room,95600,True,real
MD-00007611,2024-08-14,Chișinău,Telecentru,APARTMENT,4,2,9,1988,113.9,46.991726,28.800699,False,2,balcony|elevator,100000,True,real
MD-00007612,2024-10-09,Chișinău,Buiucani,APARTMENT,3,4,9,2024,96.9,47.073449,28.804328,False,4,balcony|elevator|parking|storage_room,196200,True,real
MD-00007613,2026-04-01,Chișinău,Telecentru,APARTMENT,2,3,5,1955,60.7,46.990655,28.80819,True,4,balcony|elevator|furnished|storage_room,65000,True,real
MD-00007614,2026-05-28,Chișinău,Râșcani,APARTMENT,3,1,10,1984,94.0,47.028845,28.843491,True,3,balcony|elevator|furnished,140000,True,real
MD-00007615,2025-09-05,Chișinău,Cuza-Vodă,APARTMENT,2,1,10,1983,64.4,46.975877,28.904143,False,3,balcony|elevator|storage_room,75000,True,real
MD-00007616,2026-05-13,Chișinău,Ciocana,APARTMENT,1,9,10,1988,46.1,47.041535,28.92589,False,1,elevator,45000,True,real
MD-00007617,2024-07-05,Chișinău,Râșcani,APARTMENT,5,1,5,1958,183.0,47.03291,28.872427,True,2,furnished|storage_room,230000,True,real
MD-00007618,2026-05-14,Bălți,,HOUSE,3,1,3,1996,184.0,47.761085,27.934661,False,4,garage|garden|parking|storage_room,155000,True,real
MD-00007619,2024-10-28,Chișinău,Bogdan Voievod,APARTMENT,1,3,4,1969,38.2,47.036736,28.834076,False,1,balcony,57500,True,real
MD-00007620,2024-09-30,Strășeni,,APARTMENT,3,3,5,1980,72.9,47.130533,28.604919,True,2,balcony|furnished,60000,True,real
MD-00007621,2025-08-27,Chișinău,Tohatin,APARTMENT,3,5,9,1981,77.6,47.005015,28.987383,False,1,parking,50000,True,real
MD-00007622,2024-02-18,Edineț,,APARTMENT,1,4,9,1975,38.2,48.17684,27.308662,False,3,balcony|elevator|storage_room,21200,True,real
MD-00007623,2026-05-21,Chișinău,Telecentru,HOUSE,2,1,1,1999,283.4,47.00531,28.820185,False,2,garden|storage_room,765000,True,real
MD-00007624,2026-01-28,Chișinău,Telecentru,APARTMENT,2,3,9,1985,50.0,47.006979,28.801252,False,1,balcony,41000,True,real
MD-00007625,2024-08-21,Chișinău,Stăuceni,APARTMENT,1,6,10,1981,43.2,47.077059,28.848477,True,3,balcony|elevator|furnished,32800,True,real
MD-00007626,2026-04-28,Chișinău,Codru,APARTMENT,3,1,13,2021,69.0,46.957825,28.808619,False,2,balcony|elevator,150000,True,real
MD-00007627,2024-11-18,Chișinău,Cricova,APARTMENT,2,3,10,2023,61.6,47.146949,28.853761,True,4,balcony|elevator|furnished|parking,79000,True,real
MD-00007628,2026-05-14,Chișinău,Telecentru,APARTMENT,1,1,4,1968,37.3,46.994109,28.798656,False,1,balcony,45000,True,real
MD-00007629,2024-09-27,Drochia,,HOUSE,3,1,2,1969,88.3,48.019845,27.818314,False,2,garden|terrace,70000,True,real
MD-00007630,2025-09-16,Chișinău,Telecentru,APARTMENT,2,4,9,1975,48.2,47.002017,28.817079,True,3,balcony|elevator|furnished,55000,True,real
MD-00007631,2026-03-10,Chișinău,Botanica,APARTMENT,1,3,4,1970,43.2,46.99312,28.870611,False,2,balcony|parking,55000,True,real
MD-00007632,2025-05-25,Chișinău,Dumbrava,APARTMENT,1,6,9,1985,41.5,47.0123,28.758682,False,3,balcony|elevator|storage_room,38000,True,real
MD-00007633,2024-04-20,Chișinău,Botanica,APARTMENT,3,4,4,1955,74.4,46.96247,28.84296,False,1,balcony,59000,True,real
MD-00007634,2025-08-19,Chișinău,Telecentru,HOUSE,3,1,3,2002,222.6,47.004204,28.81661,True,4,furnished|garage|garden|parking,380000,True,real
MD-00007635,2026-05-16,Chișinău,Aeroport,HOUSE,4,1,1,1985,226.0,47.000673,28.896455,False,4,garage|garden|parking|terrace,410000,True,real
MD-00007636,2026-03-02,Rezina,,APARTMENT,4,1,9,1972,116.3,47.741864,28.980074,True,3,balcony|elevator|furnished,60000,True,real
MD-00007637,2025-02-09,Cahul,,APARTMENT,4,2,5,1994,125.2,45.907676,28.189722,True,2,balcony|furnished,146000,True,real
MD-00007638,2026-04-07,Chișinău,Ciocana,APARTMENT,2,2,9,1977,68.3,46.982482,28.940066,False,2,elevator|parking,105000,True,real
MD-00007639,2026-01-13,Soroca,,APARTMENT,2,4,9,1972,77.0,48.141137,28.28356,True,2,elevator|furnished,59000,True,real
MD-00007640,2024-09-26,Chișinău,Centru,HOUSE,3,1,3,2005,244.7,46.983367,28.850377,False,5,garage|garden|parking|storage_room|terrace,460000,True,real
MD-00007641,2026-01-02,Cahul,,HOUSE,3,1,2,1991,177.9,45.888704,28.213438,True,4,furnished|garage|garden|parking,110000,True,real
MD-00007642,2025-02-08,Chișinău,Buiucani,HOUSE,5,1,2,1984,221.3,47.049383,28.808714,True,4,fireplace|furnished|garden|storage_room,250000,True,real
MD-00007643,2025-12-28,Orhei,,HOUSE,4,1,3,1996,296.0,47.381435,28.796733,False,3,garden|storage_room|terrace,192000,True,real
MD-00007644,2024-11-22,Bălți,,APARTMENT,2,2,4,1964,62.6,47.734922,27.957393,True,3,balcony|furnished|storage_room,43000,True,real
MD-00007645,2025-04-12,Chișinău,Botanica,HOUSE,3,1,2,2000,247.5,47.004351,28.859991,False,4,fireplace|garage|garden|storage_room,550000,True,real
MD-00007646,2025-11-12,Chișinău,Ciocana,APARTMENT,3,4,4,1970,78.1,46.977858,28.866832,False,1,balcony,85000,True,real
MD-00007647,2026-01-30,Chișinău,Telecentru,APARTMENT,3,3,4,1970,91.4,46.988525,28.820237,False,2,parking|storage_room,75000,True,real
MD-00007648,2025-08-22,Chișinău,Ciocana Nouă,APARTMENT,2,4,7,1993,61.8,46.983134,28.904623,False,2,balcony|elevator,106000,True,real
MD-00007649,2026-05-25,Cahul,,APARTMENT,2,5,9,1972,58.0,45.898129,28.194714,False,3,elevator|parking|storage_room,65000,True,real
MD-00007650,2026-05-08,Chișinău,Durlești,APARTMENT,2,7,9,1979,52.2,47.031531,28.746144,True,3,balcony|elevator|furnished,42000,True,real
MD-00007651,2024-10-19,Chișinău,Botanica Veche,HOUSE,2,1,1,1976,120.2,46.987768,28.880983,False,5,garage|garden|parking|storage_room|terrace,355000,True,real
MD-00007652,2024-09-19,Chișinău,Botanica,APARTMENT,2,2,3,1948,64.3,46.985081,28.873619,False,2,balcony|storage_room,65000,True,real
MD-00007653,2025-01-29,Chișinău,Râșcani,APARTMENT,4,10,15,2025,102.4,47.037302,28.875786,False,3,balcony|elevator|parking,235000,True,real
MD-00007654,2026-02-11,Chișinău,Valea Trandafirilor,HOUSE,3,1,1,1992,228.6,46.999908,28.777858,True,4,furnished|garage|garden|storage_room,550000,True,real
MD-00007655,2025-11-06,Drochia,,HOUSE,6,1,2,2002,92.8,48.036088,27.808372,True,2,furnished|garage,70000,True,real
MD-00007656,2025-08-21,Bălți,,HOUSE,3,1,3,1996,126.7,47.773807,27.952692,False,3,garage|garden|storage_room,105000,True,real
MD-00007657,2026-05-27,Chișinău,Buiucani,APARTMENT,2,7,9,1983,46.8,47.035394,28.771675,False,2,balcony|elevator,52000,True,real
MD-00007658,2026-06-07,Chișinău,Buiucani,HOUSE,4,1,3,2006,314.9,47.052368,28.772083,False,2,garage|storage_room,500000,True,real
MD-00007659,2024-08-07,Chișinău,Ciocana,APARTMENT,1,8,9,1978,37.0,46.994117,28.893158,False,2,balcony|elevator,45100,True,real
MD-00007660,2024-08-16,Comrat,,APARTMENT,2,5,5,1984,59.5,46.303823,28.678316,True,3,balcony|furnished|storage_room,53000,True,real
MD-00007661,2024-07-24,Chișinău,Ciocana,HOUSE,5,1,3,1998,106.8,47.002449,28.899523,False,4,garage|garden|parking|terrace,175000,True,real
MD-00007662,2024-05-30,Taraclia,,APARTMENT,1,2,5,1982,29.6,45.890153,28.676948,True,2,balcony|furnished,9500,True,real
MD-00007663,2025-11-10,Ialoveni,,APARTMENT,4,8,9,1989,108.6,46.952862,28.760753,True,4,balcony|elevator|furnished|storage_room,155000,True,real
MD-00007664,2026-02-05,Ungheni,,APARTMENT,2,1,2,1948,55.7,47.205092,27.830175,True,2,balcony|furnished,75000,True,real
MD-00007665,2025-05-09,Chișinău,Botanica,APARTMENT,1,4,5,1988,41.0,47.004947,28.900644,False,1,balcony,54900,True,real
MD-00007666,2024-01-22,Chișinău,Ciocana Nouă,APARTMENT,4,4,5,1967,134.9,46.988151,28.892282,False,2,balcony|storage_room,105000,True,real
MD-00007667,2026-04-07,Bălți,,HOUSE,6,1,2,1986,220.5,47.789423,27.952997,False,4,garage|garden|parking|storage_room,165000,True,real
MD-00007668,2025-12-15,Edineț,,APARTMENT,1,7,10,1990,54.3,48.181545,27.313453,True,3,balcony|elevator|furnished,35000,True,real
MD-00007669,2024-09-25,Chișinău,Centru,APARTMENT,3,12,14,2014,85.9,47.003905,28.79239,False,2,elevator|parking,250300,True,real
MD-00007670,2025-10-28,Chișinău,Telecentru,APARTMENT,3,7,9,1983,71.7,46.999228,28.793326,True,4,elevator|fireplace|furnished|storage_room,65000,True,real
MD-00007671,2024-03-15,Chișinău,Centru,APARTMENT,1,12,13,2016,41.0,47.001722,28.819342,False,3,balcony|elevator|parking,130000,True,real
MD-00007672,2025-07-11,Chișinău,Buiucani,HOUSE,3,1,3,1967,343.9,47.062811,28.810113,False,4,garden|parking|storage_room|terrace,695000,True,real
MD-00007673,2024-10-17,Chișinău,Centru,HOUSE,5,1,3,2010,130.2,47.008461,28.881485,False,4,fireplace|garden|storage_room|terrace,300000,True,real
MD-00007674,2025-05-03,Leova,,APARTMENT,3,4,5,1966,91.0,46.469091,28.253091,False,2,fireplace|parking,30000,True,real
MD-00007675,2024-10-15,Bălți,,HOUSE,4,1,1,2004,134.5,47.740387,27.926324,False,4,garage|garden|storage_room|terrace,90000,True,real
MD-00007676,2026-01-08,Fălești,,APARTMENT,3,3,4,1966,85.8,47.714334,27.709603,False,1,balcony,40000,True,real
MD-00007677,2025-12-12,Chișinău,Sculeni,APARTMENT,2,5,13,2020,57.6,47.042887,28.801916,False,3,balcony|elevator|parking,130000,True,real
MD-00007678,2024-07-01,Chișinău,Râșcani,HOUSE,6,1,3,1960,101.0,47.052895,28.864052,False,4,garage|garden|parking|pool,210000,True,real
MD-00007679,2025-08-10,Chișinău,Aeroport,APARTMENT,4,5,15,2016,103.6,46.932854,28.879304,False,4,balcony|elevator|parking|storage_room,180000,True,real
MD-00007680,2025-10-11,Chișinău,Buiucani,HOUSE,3,1,3,1988,209.4,47.057926,28.796678,False,4,garage|garden|parking|storage_room,315000,True,real
MD-00007681,2025-11-04,Chișinău,Telecentru,HOUSE,4,1,1,1965,211.1,46.995462,28.797751,False,4,fireplace|garage|garden|pool,660000,True,real
MD-00007682,2025-06-11,Chișinău,Bogdan Voievod,APARTMENT,2,1,5,1989,57.1,47.033101,28.857637,True,3,balcony|furnished|storage_room,75000,True,real
MD-00007683,2025-08-06,Chișinău,Centru,APARTMENT,1,1,9,1971,25.7,47.010986,28.79598,False,2,balcony|elevator,40000,True,real
MD-00007684,2026-01-08,Chișinău,Ciocana,HOUSE,3,1,1,1960,252.1,47.027757,28.870142,False,3,garage|garden|terrace,460000,True,real
MD-00007685,2024-08-05,Chișinău,Centru,APARTMENT,2,7,9,1978,55.3,46.992207,28.798888,True,4,balcony|elevator|furnished|storage_room,90000,True,real
MD-00007686,2026-06-07,Chișinău,Botanica,APARTMENT,1,7,9,2010,37.2,46.957336,28.846255,False,2,balcony|fireplace,43700,True,real
MD-00007687,2026-03-22,Chișinău,Buiucani,APARTMENT,2,11,13,2017,45.1,47.04137,28.793407,False,3,balcony|elevator|parking,113000,True,real
MD-00007688,2024-07-16,Chișinău,Durlești,APARTMENT,1,7,9,1980,52.5,47.023527,28.770857,False,2,balcony|elevator,50500,True,real
MD-00007689,2024-05-30,Chișinău,Telecentru,APARTMENT,3,2,5,1989,73.0,46.992733,28.818386,False,1,balcony,92000,True,real
MD-00007690,2025-04-21,Bălți,,APARTMENT,3,2,5,1969,81.3,47.77835,27.969588,True,2,furnished|storage_room,59000,True,real
MD-00007691,2025-11-14,Orhei,,APARTMENT,2,2,4,1955,64.8,47.366377,28.819855,False,1,balcony,82000,True,real
MD-00007692,2025-09-14,Chișinău,Botanica,APARTMENT,2,7,9,1983,47.6,46.987697,28.896612,True,4,balcony|elevator|furnished|storage_room,40000,True,real
MD-00007693,2025-06-28,Chișinău,Buiucani,APARTMENT,2,2,5,1970,48.1,47.029852,28.834093,False,1,balcony,55000,True,real
MD-00007694,2025-06-20,Chișinău,Mălina Mică,APARTMENT,4,9,9,1986,130.9,47.017241,28.87773,False,2,balcony|elevator,275000,True,real
MD-00007695,2026-06-28,Chișinău,Valea Trandafirilor,APARTMENT,3,2,5,1991,84.9,47.010556,28.849181,False,1,storage_room,120000,True,real
MD-00007696,2024-11-20,Drochia,,APARTMENT,3,2,9,1993,66.8,48.036447,27.798259,False,2,balcony|elevator,34700,True,real
MD-00007697,2024-12-18,Chișinău,Ciocana,APARTMENT,1,3,15,2014,39.7,47.012545,28.877366,False,3,balcony|elevator|parking,75000,True,real
MD-00007698,2024-10-05,Chișinău,Bogdan Voievod,APARTMENT,1,5,5,1968,36.9,47.047405,28.829715,False,2,balcony|parking,35000,True,real
MD-00007699,2026-05-17,Chișinău,Bubuieci,APARTMENT,1,5,5,1987,41.8,46.994848,28.955761,False,2,balcony|storage_room,36000,True,real
MD-00007700,2025-08-05,Ialoveni,,APARTMENT,2,3,9,1970,52.8,46.939743,28.772768,False,2,balcony|elevator,49000,True,real
MD-00007701,2025-11-08,Chișinău,Ciocana,APARTMENT,3,3,5,1995,85.6,47.03391,28.889525,False,0,,103000,True,real
MD-00007702,2025-11-04,Chișinău,Aeroport,APARTMENT,1,3,4,1947,36.0,46.973288,28.861891,False,1,balcony,48000,True,real
MD-00007703,2025-09-22,Hîncești,,HOUSE,5,1,2,1975,168.5,46.83313,28.614471,True,5,furnished|garage|garden|pool|storage_room,115000,True,real
MD-00007704,2025-09-22,Florești,,APARTMENT,5,5,5,1962,141.1,47.892588,28.291674,False,2,balcony|storage_room,63000,True,real
MD-00007705,2025-04-25,Chișinău,Botanica,APARTMENT,1,2,10,2011,40.2,46.97227,28.85903,False,3,balcony|elevator|storage_room,67000,True,real
MD-00007706,2026-02-14,Chișinău,Telecentru,APARTMENT,2,1,4,1968,63.3,46.995999,28.815192,False,1,storage_room,60500,True,real
MD-00007707,2025-06-11,Chișinău,Cuza-Vodă,HOUSE,6,1,3,1993,261.5,46.963279,28.88347,False,3,garage|garden|storage_room,540000,True,real
MD-00007708,2025-04-04,Chișinău,Dumbrava,HOUSE,5,1,1,1993,158.8,47.01597,28.75336,False,2,fireplace|garage,195000,True,real
MD-00007709,2024-12-10,Chișinău,Ciocana,APARTMENT,2,1,4,1958,47.0,47.049789,28.910891,False,1,balcony,42500,True,real
MD-00007710,2025-11-17,Chișinău,Telecentru,HOUSE,3,1,1,2010,159.3,47.002205,28.825743,False,2,fireplace|garden,435000,True,real
MD-00007711,2025-02-10,Chișinău,Botanica,APARTMENT,1,9,9,1983,41.9,46.952789,28.846538,True,3,balcony|elevator|furnished,39500,True,real
MD-00007712,2024-12-27,Chișinău,Botanica,APARTMENT,1,5,5,1992,38.6,46.984786,28.845823,True,2,balcony|furnished,45000,True,real
MD-00007713,2025-06-24,Chișinău,Ciocana,HOUSE,3,1,2,1985,101.4,47.015855,28.885498,False,3,garage|garden|storage_room,120000,True,real
MD-00007714,2026-02-16,Chișinău,Botanica,HOUSE,3,1,3,1975,128.3,46.957372,28.879119,False,2,fireplace|terrace,170000,True,real
MD-00007715,2025-04-30,Edineț,,APARTMENT,5,3,4,1956,142.0,48.159389,27.298463,False,2,balcony|storage_room,95000,True,real
MD-00007716,2025-10-10,Chișinău,Botanica,HOUSE,4,1,3,1993,151.7,46.936971,28.887428,True,6,fireplace|furnished|garage|garden|parking|terrace,342000,True,real
MD-00007717,2024-11-09,Chișinău,Centru,HOUSE,4,1,2,2008,83.7,47.00415,28.83651,False,5,fireplace|garage|garden|storage_room|terrace,290000,True,real
MD-00007718,2025-11-11,Chișinău,Botanica,HOUSE,4,1,1,2010,286.4,46.986935,28.865248,True,3,fireplace|furnished|garage,530000,True,real
MD-00007719,2026-06-30,Chișinău,Botanica,HOUSE,4,1,3,1990,219.7,47.009324,28.914501,True,4,furnished|garage|garden|terrace,470000,True,real
MD-00007720,2025-10-10,Chișinău,Ciocana,APARTMENT,1,4,10,1983,48.1,47.057271,28.891878,False,2,balcony|elevator,67000,True,real
MD-00007721,2024-10-27,Chișinău,Ciocana Nouă,APARTMENT,5,3,9,1992,139.4,46.977632,28.908171,False,2,balcony|elevator,149500,True,real
MD-00007722,2026-04-09,Chișinău,Ciocana,APARTMENT,1,8,10,2010,36.7,47.030894,28.874247,False,1,elevator,62000,True,real
MD-00007723,2025-07-04,Chișinău,Râșcani,APARTMENT,4,4,5,1955,133.2,47.07154,28.854301,True,2,balcony|furnished,154000,True,real
MD-00007724,2026-05-18,Chișinău,Alba-Iulia,HOUSE,6,1,3,1999,286.2,47.054472,28.793797,False,4,garage|garden|parking|storage_room,515000,True,real
MD-00007725,2026-02-23,Chișinău,Buiucani,APARTMENT,3,6,9,1985,77.9,47.023558,28.757135,False,2,balcony|elevator,92000,True,real
MD-00007726,2026-01-28,Chișinău,Aeroport,APARTMENT,3,4,9,1988,77.4,46.988901,28.87723,False,1,balcony,90000,True,real
MD-00007727,2025-10-07,Fălești,,APARTMENT,3,4,5,1964,87.2,47.701582,27.690391,False,2,balcony|storage_room,50000,True,real
MD-00007728,2024-12-14,Chișinău,Râșcani,APARTMENT,1,1,5,1969,35.8,47.050514,28.846138,False,1,balcony,30000,True,real
MD-00007729,2026-04-15,Chișinău,Telecentru,APARTMENT,3,2,5,1990,71.3,46.993315,28.820545,False,2,balcony|parking,126000,True,real
MD-00007730,2025-06-30,Chișinău,Buiucani,APARTMENT,2,5,10,1992,65.2,47.040859,28.791327,True,3,elevator|furnished|storage_room,92000,True,real
MD-00007731,2026-01-04,Chișinău,Buiucani,HOUSE,4,1,1,2007,259.8,47.044342,28.753452,True,4,furnished|garage|garden|terrace,425000,True,real
MD-00007732,2024-09-16,Hîncești,,APARTMENT,5,2,4,1962,138.1,46.811226,28.592946,True,2,balcony|furnished,76100,True,real
MD-00007733,2026-04-25,Chișinău,Ciocana,HOUSE,4,1,2,2014,338.1,47.026712,28.88359,True,2,furnished|garage,840000,True,real
MD-00007734,2026-03-13,Chișinău,Botanica,APARTMENT,2,4,9,1981,59.9,46.957937,28.898937,False,2,balcony|elevator,88000,True,real
MD-00007735,2024-05-11,Chișinău,Ciocana Nouă,APARTMENT,1,1,5,1959,32.8,47.075372,28.899801,False,1,balcony,28000,True,real
MD-00007736,2025-10-09,Chișinău,Râșcani,APARTMENT,2,2,9,1984,53.3,47.050653,28.853715,False,2,balcony|elevator,71000,True,real
MD-00007737,2025-05-21,Chișinău,Botanica,HOUSE,5,1,1,1998,231.1,46.948577,28.859495,True,4,fireplace|furnished|garden|storage_room,436000,True,real
MD-00007738,2024-12-11,Chișinău,Ciocana,HOUSE,5,1,1,2007,171.8,47.019806,28.938282,False,3,garage|garden|storage_room,273900,True,real
MD-00007739,2025-11-01,Bălți,,APARTMENT,1,9,9,2020,39.8,47.763562,27.930195,False,4,balcony|elevator|parking|storage_room,55800,True,real
MD-00007740,2026-03-28,Fălești,,HOUSE,4,1,2,1978,186.6,47.704994,27.70868,True,5,furnished|garage|garden|storage_room|terrace,99000,True,real
MD-00007741,2025-05-29,Chișinău,Telecentru,HOUSE,3,1,2,2005,161.1,46.9919,28.813467,True,5,fireplace|furnished|garden|storage_room|terrace,386000,True,real
MD-00007742,2024-12-09,Chișinău,Alba-Iulia,APARTMENT,2,1,4,1963,59.7,47.040764,28.778592,False,1,balcony,66400,True,real
MD-00007743,2024-12-19,Chișinău,Botanica,HOUSE,4,1,3,2003,134.3,46.969561,28.863063,False,3,garage|garden|storage_room,250000,True,real
MD-00007744,2024-06-12,Chișinău,Cuza-Vodă,APARTMENT,4,4,5,1969,111.3,46.949452,28.887631,False,1,balcony,100000,True,real
MD-00007745,2025-05-22,Chișinău,Centru,APARTMENT,4,7,9,1987,109.1,47.008426,28.806947,False,2,balcony|elevator,150000,True,real
MD-00007746,2025-06-22,Chișinău,Botanica,APARTMENT,3,1,2,1945,83.9,46.945128,28.900764,False,1,balcony,105000,True,real
MD-00007747,2025-05-30,Chișinău,Ciocana Nouă,APARTMENT,3,7,15,2013,104.1,47.035676,28.89818,False,3,balcony|elevator|parking,225000,True,real
MD-00007748,2026-06-25,Chișinău,Centru,APARTMENT,3,6,9,1985,95.1,46.993637,28.880698,False,2,balcony|elevator,120000,True,real
MD-00007749,2024-12-28,Chișinău,Râșcani,HOUSE,5,1,1,1998,194.1,47.01638,28.858824,False,3,garage|storage_room|terrace,320000,True,real
MD-00007750,2025-11-28,Briceni,,APARTMENT,2,2,3,1946,50.1,48.377296,27.07193,False,2,balcony|elevator,32000,True,real
MD-00007751,2025-10-25,Chișinău,Mălina Mică,HOUSE,4,1,1,1989,252.3,46.991385,28.859583,False,2,garden|parking,570000,True,real
MD-00007752,2026-03-05,Chișinău,Râșcani,APARTMENT,2,7,9,1987,70.4,47.055568,28.86403,False,3,balcony|elevator|storage_room,80000,True,real
MD-00007753,2024-04-24,Chișinău,Bogdan Voievod,APARTMENT,3,5,15,2023,78.3,47.063809,28.874184,False,2,balcony|elevator,162000,True,real
MD-00007754,2025-11-19,Hîncești,,APARTMENT,2,8,10,1981,73.8,46.817564,28.575292,False,2,balcony|storage_room,60000,True,real
MD-00007755,2025-10-23,Chișinău,Botanica Veche,APARTMENT,2,8,9,1977,53.0,46.9587,28.886565,False,3,balcony|elevator|storage_room,70000,True,real
MD-00007756,2025-04-10,Chișinău,Centru,HOUSE,4,1,2,2001,164.0,47.024696,28.829191,True,3,furnished|garden|terrace,338000,True,real
MD-00007757,2025-05-02,Chișinău,Bogdan Voievod,HOUSE,5,1,1,2012,105.5,47.064083,28.840596,False,2,garage|garden,290000,True,real
MD-00007758,2025-08-29,Chișinău,Durlești,APARTMENT,3,8,11,2010,87.3,47.036591,28.77891,False,3,balcony|elevator|parking,160000,True,real
MD-00007759,2025-01-10,Chișinău,Telecentru,APARTMENT,4,1,5,1962,129.8,47.001086,28.827089,False,1,balcony,168000,True,real
MD-00007760,2026-04-02,Chișinău,Centru,HOUSE,3,1,2,1965,135.3,47.021964,28.868577,False,2,garage|garden,350000,True,real
MD-00007761,2025-06-28,Chișinău,Bogdan Voievod,APARTMENT,2,4,11,2014,66.4,47.042661,28.873921,False,4,balcony|elevator|parking|storage_room,210000,True,real
MD-00007762,2024-02-26,Chișinău,Centru,APARTMENT,3,5,9,1982,84.0,47.003302,28.804259,True,4,balcony|elevator|furnished|storage_room,102000,True,real
MD-00007763,2025-06-23,Chișinău,Telecentru,HOUSE,4,1,3,1969,201.9,46.995887,28.801246,True,2,furnished|terrace,325000,True,real
MD-00007764,2026-06-11,Taraclia,,APARTMENT,3,2,10,1984,106.9,45.916611,28.667737,True,4,balcony|elevator|furnished|storage_room,60000,True,real
MD-00007765,2025-01-15,Glodeni,,APARTMENT,5,8,9,1976,151.6,47.782336,27.524214,False,2,balcony|elevator,49000,True,real
MD-00007766,2025-04-02,Ialoveni,,APARTMENT,2,3,5,1989,55.8,46.945685,28.771352,True,3,balcony|furnished|storage_room,67000,True,real
MD-00007767,2026-06-18,Chișinău,Botanica,APARTMENT,4,9,10,1983,99.2,46.981558,28.85687,False,2,balcony|elevator,180000,True,real
MD-00007768,2025-12-18,Chișinău,Botanica,HOUSE,3,1,3,2006,125.0,46.945663,28.904901,True,6,fireplace|furnished|garage|garden|parking|terrace,290000,True,real
MD-00007769,2025-03-17,Chișinău,Centru,HOUSE,5,1,3,2014,167.9,47.004674,28.867669,True,4,furnished|garden|storage_room|terrace,610000,True,real
MD-00007770,2026-03-22,Chișinău,Ciocana Nouă,HOUSE,3,1,1,1996,213.5,47.059461,28.903521,False,2,garden|terrace,256000,True,real
MD-00007771,2026-06-11,Chișinău,Râșcani,APARTMENT,3,4,10,2007,90.6,47.048625,28.860469,False,2,balcony|elevator,137000,True,real
MD-00007772,2025-05-01,Chișinău,Botanica,APARTMENT,1,12,16,2016,43.0,46.936568,28.904076,False,1,elevator,75000,True,real
MD-00007773,2026-02-08,Chișinău,Râșcani,APARTMENT,3,8,15,2011,72.8,47.051893,28.87275,False,3,balcony|elevator|parking,200000,True,real
MD-00007774,2024-08-15,Chișinău,Râșcani,APARTMENT,2,8,9,1984,64.4,47.02956,28.85026,True,3,balcony|elevator|furnished,111000,True,real
MD-00007775,2024-07-14,Chișinău,Dumbrava,HOUSE,4,1,1,1959,326.1,47.010747,28.75901,False,3,garage|garden|storage_room,391000,True,real
MD-00007776,2026-03-28,Bălți,,HOUSE,3,1,2,1976,220.7,47.787637,27.9688,False,2,parking|storage_room,195000,True,real
MD-00007777,2026-02-22,Chișinău,Ciocana,APARTMENT,3,1,5,1982,88.9,47.052396,28.934217,False,1,balcony,96000,True,real
MD-00007778,2024-02-24,Ialoveni,,APARTMENT,3,2,5,2002,78.8,46.961001,28.756065,True,4,balcony|elevator|furnished|storage_room,91000,True,real
MD-00007779,2025-02-11,Chișinău,Botanica,APARTMENT,5,4,5,1990,178.1,46.994349,28.864788,False,1,balcony,162500,True,real
MD-00007780,2025-02-03,Chișinău,Centru,APARTMENT,3,4,12,2017,65.3,46.996541,28.816056,True,4,balcony|elevator|furnished|parking,199000,True,real
MD-00007781,2025-03-17,Florești,,APARTMENT,2,7,10,1980,66.1,47.876691,28.297474,True,4,balcony|elevator|furnished|storage_room,49000,True,real
MD-00007782,2024-06-19,Chișinău,Cuza-Vodă,APARTMENT,1,3,5,1959,42.2,46.989463,28.883054,True,3,balcony|furnished|storage_room,60000,True,real
MD-00007783,2024-05-23,Taraclia,,APARTMENT,4,8,10,1995,103.9,45.895662,28.640173,False,2,balcony|elevator,29000,True,real
MD-00007784,2025-04-16,Chișinău,Buiucani,HOUSE,5,1,2,1982,213.4,47.030841,28.777372,True,4,furnished|garden|storage_room|terrace,410000,True,real
MD-00007785,2025-09-16,Chișinău,Ciocana,APARTMENT,4,2,9,1984,123.5,47.04792,28.888498,False,2,balcony|elevator,143000,True,real
MD-00007786,2025-08-18,Chișinău,Buiucani,APARTMENT,3,2,4,1966,78.1,47.071865,28.774505,False,2,balcony|parking,70000,True,real
MD-00007787,2025-05-06,Chișinău,Râșcani,APARTMENT,4,1,9,2022,134.0,47.060709,28.842016,False,3,balcony|elevator|parking,271000,True,real
MD-00007788,2026-01-09,Chișinău,Bogdan Voievod,HOUSE,5,1,1,2001,296.6,47.027431,28.856848,False,3,garage|garden|terrace,480000,True,real
MD-00007789,2025-05-25,Chișinău,Botanica Veche,HOUSE,6,1,3,1987,247.9,46.986809,28.86786,False,3,garage|garden|terrace,370000,True,real
